"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","FYPilot API Tests","0","Faculty","0","1","faculty pending invites — Happy path","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty jury groups by milestone — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list students — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission list — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty reject request — Not found","0"
"0","FYPilot API Tests","0","Jury","1","0","patch assignment jury pair — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty pending invites — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone evaluations — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin milestones list — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcements list — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","delete all assignments — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin group profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement file download — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestones list — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","1","0","admin proposal evaluation config — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list faculty — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin proposal evaluation config — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcements list — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission evaluation update — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove supervisor — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign supervisor — Not found","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty announcement by id — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list faculty — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission details — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury evaluations by milestone — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty reject request — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin update cohort cycle — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","unofficial submissions list — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin toggle student active — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor my groups — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission responses — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement by id — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","wizard profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty request details — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty profile — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove supervisor — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin faculty profile update — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove cosupervisor — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","official submission detail — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor group profile — Happy path","0"
"0","FYPilot API Tests","0","Jury","0","1","jury pairs dropdown — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestones list — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty pending invites — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty wizard profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin remove supervisor — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor group profile — Not found","0"
"0","Auth","0","Login","1","0","Unknown email — same error as wrong password","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign supervisor — Happy path","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty wizard profile — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin profile — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","unofficial submissions list — Not found","0"
"0","FYPilot API Tests","0","Student","1","0","wizard profile — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list groups — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement delete — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin group profile — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone detail — Not found","0"
"0","FYPilot API Tests","0","Student","0","1","document types (any authenticated) — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete announcement — Invalid body or query","0"
"0","FYPilot API Tests","0","Jury","1","0","jury assignment status by batch — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin faculty profile update — Happy path","0"
"0","FYPilot API Tests","0","Student","0","1","milestone by id — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign cosupervisor — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestones list — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestones list — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","announcement templates — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin proposal evaluation config — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","patch assignment jury pair — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty accept request — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty profile — Wrong role","0"
"0","FYPilot API Tests","0","Admin","1","0","admin announcement file download — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty announcement delete — Auth missing","0"
"0","FYPilot API Tests","0","Jury","0","1","patch assignment jury pair — Not found","0"
"0","FYPilot API Tests","0","Student","0","1","announcement templates — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty request details — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone evaluations list — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","official submission detail — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement delete — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin group profile — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","document types (any authenticated) — Not found","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty milestones list — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign cosupervisor — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin list faculty — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign supervisor — Invalid body or query","0"
"0","Auth","0","Login","1","0","Login validation: login_missing_password","0"
