"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > PATCH /api/faculty/profile — faculty patch profile","faculty/faculty.spec.ts","",""
"","15","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/announcements/admin — announcements admin","student/student.spec.ts","",""
"","42","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > POST /api/students/wizard-profile — wizard profile","student/student.spec.ts","",""
"","27","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > POST /api/students/wizard-profile — wizard profile","student/student.spec.ts","",""
"","22","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/jury-evaluations — faculty jury evaluations by milestone","faculty/faculty.spec.ts","",""
"","47","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/students/00000000-0000-4000-8000-000000000004/toggle-active — admin toggle student active","admin/admin.spec.ts","",""
"","59","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/submission-evaluation-update/00000000-0000-4000-8000-000000000014 — admin submission evaluation update","admin/admin.spec.ts","",""
"","24","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003 — faculty milestone by id","faculty/faculty.spec.ts","",""
"","37","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-files/00000000-0000-4000-8000-000000000014/00000000-0000-4000-8000-000000000015/download — admin submission file download","admin/admin.spec.ts","",""
"","83","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin milestone detail","admin/admin.spec.ts","",""
"","104","should_return_expected_status_when_login_missing_email","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/login","auth/auth.spec.ts","",""
"","22","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > PATCH /api/faculty/profile — faculty patch profile","faculty/faculty.spec.ts","",""
"","55","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/faculty/dropdown — admin faculty dropdown","admin/admin.spec.ts","",""
"","3944","should_return_401_when_password_wrong","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/login","auth/auth.spec.ts","",""
"","160","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/dashboard/insights — admin dashboard insights","admin/admin.spec.ts","",""
"","23","happy_path","","2026-05-11","skipped","2026-05-11","Jury HTTP API > PATCH /api/jury-matching/assignments/00000000-0000-4000-8000-000000000016/jury — patch assignment jury pair","jury/jury.spec.ts","",""
"","21","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/evaluations — faculty milestone evaluations list","faculty/faculty.spec.ts","",""
"","31","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","49","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin delete milestone","admin/admin.spec.ts","",""
"","86","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/groups — admin list groups","admin/admin.spec.ts","",""
"","22","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","58","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > PATCH /api/admin/groups/cohort/F24/cycle — admin update cohort cycle","admin/admin.spec.ts","",""
"","5","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones — milestones list","student/student.spec.ts","",""
"","44","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/students/00000000-0000-4000-8000-000000000004/toggle-active — admin toggle student active","admin/admin.spec.ts","",""
"","4","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","8512","should_return_200_for_registered_email","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/forgot-password","auth/auth.spec.ts","",""
"","27","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","11","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","5","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/dashboard/insights — dashboard insights","student/student.spec.ts","",""
"","44","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/milestones/00000000-0000-4000-8000-000000000001 — milestone by id","student/student.spec.ts","",""
"","5","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones — milestones list","student/student.spec.ts","",""
"","24","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcement-files/00000000-0000-4000-8000-000000000015/download — admin announcement file download","admin/admin.spec.ts","",""
"","4175","should_return_200_with_bearer_token_when_credentials_valid","","2026-05-11","passed","2026-05-11","Auth Module > POST /auth/login","auth/auth.spec.ts","",""
"","37","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-evaluation/00000000-0000-4000-8000-000000000014 — admin submission evaluation detail","admin/admin.spec.ts","",""
"","52","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/groups/cohort/F24/cycle — admin update cohort cycle","admin/admin.spec.ts","",""
"","53","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admins/profile — admin patch profile","admin/admin.spec.ts","",""
"","51","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones/proposal-evaluation-config — admin proposal evaluation config","admin/admin.spec.ts","",""
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > DELETE /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement delete","faculty/faculty.spec.ts","",""
"","8","Multipart/form-data endpoint intentionally skipped in JSON matrix","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > PATCH /api/faculty/announcements/{announcement_id} — faculty announcement patch (multipart)","faculty/faculty.spec.ts","",""
"","23","happy_path","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/assign/00000000-0000-4000-8000-000000000005/status — jury assignment status by batch","jury/jury.spec.ts","",""
"","32","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcement-files/00000000-0000-4000-8000-000000000015/download — admin announcement file download","admin/admin.spec.ts","",""
"","67","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/students — admin list students","admin/admin.spec.ts","",""
"","70","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > PATCH /api/admins/profile — admin patch profile","admin/admin.spec.ts","",""
"","6","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","34","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups — admin list groups","admin/admin.spec.ts","",""
"","25","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones — milestones list","student/student.spec.ts","",""
"","17","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/invites/supervisor/00000000-0000-4000-8000-000000000008/accept — faculty accept request","faculty/faculty.spec.ts","",""
"","41","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/submission-evaluation/00000000-0000-4000-8000-000000000014 — admin submission evaluation detail","admin/admin.spec.ts","",""
"","29","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-evaluation/00000000-0000-4000-8000-000000000014 — admin submission evaluation detail","admin/admin.spec.ts","",""
"","10","Multipart/form-data endpoint intentionally skipped in JSON matrix","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/announcements/{announcement_id} — admin patch announcement (multipart)","admin/admin.spec.ts","",""
"","92","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-files/00000000-0000-4000-8000-000000000014/00000000-0000-4000-8000-000000000015/download — admin submission file download","admin/admin.spec.ts","",""
"","11807","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","18","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones — faculty milestones list","faculty/faculty.spec.ts","",""
"","5","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones — milestones list","student/student.spec.ts","",""
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/jury-pairs — jury pairs dropdown","jury/jury.spec.ts","",""
"","31","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/invites/supervisor/00000000-0000-4000-8000-000000000008/accept — faculty accept request","faculty/faculty.spec.ts","",""
"","21","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones — milestones list","student/student.spec.ts","",""
"","19","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003 — faculty milestone by id","faculty/faculty.spec.ts","",""
"","24","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/jury-evaluations — faculty jury evaluations by milestone","faculty/faculty.spec.ts","",""
"","18","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","38","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/proposal-evaluation-config — admin patch proposal config (disabled by backend)","admin/admin.spec.ts","",""
"","18","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups/dropdown — supervisor groups dropdown","faculty/faculty.spec.ts","",""
"","48","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/milestones — admin create milestone","admin/admin.spec.ts","",""
"","22","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003 — faculty milestone by id","faculty/faculty.spec.ts","",""
"","23","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > POST /api/faculty/wizard-profile — faculty wizard profile","faculty/faculty.spec.ts","",""
"","56","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/submission-evaluation-update/00000000-0000-4000-8000-000000000014 — admin submission evaluation update","admin/admin.spec.ts","",""
"","78","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/students — admin list students","admin/admin.spec.ts","",""
"","21","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/profile — faculty profile","faculty/faculty.spec.ts","",""
"","23","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > PATCH /api/faculty/profile — faculty patch profile","faculty/faculty.spec.ts","",""
"","31","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones/00000000-0000-4000-8000-000000000003/evaluations — faculty milestone evaluations list","faculty/faculty.spec.ts","",""
"","6896","should_return_200_profile_when_bearer_token_valid","","2026-05-11","passed","2026-05-11","Auth Module > GET /auth/me","auth/auth.spec.ts","",""
"","6","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > POST /api/students/wizard-profile — wizard profile","student/student.spec.ts","",""
"","79","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/groups/00000000-0000-4000-8000-000000000011 — admin group profile","admin/admin.spec.ts","",""
"","7","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones/00000000-0000-4000-8000-000000000001 — milestone by id","student/student.spec.ts","",""
"","25","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement by id","faculty/faculty.spec.ts","",""
"","61","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones/proposal-evaluation-config — admin proposal evaluation config","admin/admin.spec.ts","",""
"","23","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","8","Multipart/form-data endpoint intentionally skipped in JSON matrix","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/submission-update/{announcement_id} — admin submission update (multipart)","admin/admin.spec.ts","",""
"","7","AI assignment endpoint intentionally skipped","","2026-05-11","skipped","2026-05-11","Jury HTTP API > POST /api/jury-matching/assign — trigger assignment (AI background)","jury/jury.spec.ts","",""
"","28","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","20","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/dashboard/insights — dashboard insights","student/student.spec.ts","",""
"","23","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","50","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admins/profile — admin profile","admin/admin.spec.ts","",""
"","56","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-list — admin submission list","admin/admin.spec.ts","",""
"","6","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/unofficial — unofficial submissions list","student/student.spec.ts","",""
"","23","wrong_role","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/assignments — jury assignments list","jury/jury.spec.ts","",""
"","26","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups — supervisor my groups","faculty/faculty.spec.ts","",""
"","55","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/students — admin list students","admin/admin.spec.ts","",""
"","15","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","37","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-files/00000000-0000-4000-8000-000000000014/00000000-0000-4000-8000-000000000015/download — admin submission file download","admin/admin.spec.ts","",""
"","31","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","5","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/templates — announcement templates","student/student.spec.ts","",""
"","22","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups — supervisor my groups","faculty/faculty.spec.ts","",""
"","60","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones/00000000-0000-4000-8000-000000000013/evaluations — admin milestone evaluations","admin/admin.spec.ts","",""
"","7","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > POST /api/students/wizard-profile — wizard profile","student/student.spec.ts","",""
"","30","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin delete milestone","admin/admin.spec.ts","",""
"","43","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/faculty/dropdown — admin faculty dropdown","admin/admin.spec.ts","",""
"","95","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin milestone detail","admin/admin.spec.ts","",""
"","47","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > GET /api/admin/submission-details/00000000-0000-4000-8000-000000000012 — admin submission details","admin/admin.spec.ts","",""
"","35","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcements — admin list announcements","admin/admin.spec.ts","",""
"","47","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/faculty/00000000-0000-4000-8000-000000000010 — admin faculty profile","admin/admin.spec.ts","",""
"","26","wrong_role","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/jury-pairs — jury pairs dropdown","jury/jury.spec.ts","",""
"","6","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","41","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admins/wizard-profile — admin wizard profile","admin/admin.spec.ts","",""
"","84","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/dashboard/insights — admin dashboard insights","admin/admin.spec.ts","",""
"","14","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/submissions/unofficial — unofficial submissions list","student/student.spec.ts","",""
"","47","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > DELETE /api/admin/groups/00000000-0000-4000-8000-000000000011/remove-supervisor — admin remove supervisor","admin/admin.spec.ts","",""
"","59","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","7","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/dashboard/insights — dashboard insights","student/student.spec.ts","",""
"","28","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","20","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups — supervisor my groups","faculty/faculty.spec.ts","",""
"","30","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","41","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","23","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-responses/00000000-0000-4000-8000-000000000012 — admin submission responses","admin/admin.spec.ts","",""
"","33","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/milestones/00000000-0000-4000-8000-000000000013 — admin delete milestone","admin/admin.spec.ts","",""
"","39","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-evaluation/00000000-0000-4000-8000-000000000014 — admin submission evaluation detail","admin/admin.spec.ts","",""
"","12470","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/profile — faculty profile","faculty/faculty.spec.ts","",""
"","23","wrong_role","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones — faculty milestones list","faculty/faculty.spec.ts","",""
"","42","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > DELETE /api/admin/groups/00000000-0000-4000-8000-000000000011/remove-cosupervisor — admin remove cosupervisor","admin/admin.spec.ts","",""
"","32","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","26","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > PATCH /api/students/profile — patch student profile","student/student.spec.ts","",""
"","65","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-list — admin submission list","admin/admin.spec.ts","",""
"","10","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","6","wrong_role","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","65","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > GET /api/supervisors/my-groups/00000000-0000-4000-8000-000000000007 — supervisor group profile","faculty/faculty.spec.ts","",""
"","25","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-responses/00000000-0000-4000-8000-000000000012 — admin submission responses","admin/admin.spec.ts","",""
"","32","auth_missing","","2026-05-11","passed","2026-05-11","Faculty HTTP API > POST /api/invites/supervisor/00000000-0000-4000-8000-000000000008/accept — faculty accept request","faculty/faculty.spec.ts","",""
"","27","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","98","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > POST /api/admin/milestones — admin create milestone","admin/admin.spec.ts","",""
"","52","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-cosupervisor — admin assign cosupervisor","admin/admin.spec.ts","",""
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/announcements/00000000-0000-4000-8000-000000000012 — admin delete announcement","admin/admin.spec.ts","",""
"","37","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/profile — student profile","student/student.spec.ts","",""
"","21","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/dashboard/insights — faculty dashboard insights","faculty/faculty.spec.ts","",""
"","28","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/dashboard/insights — dashboard insights","student/student.spec.ts","",""
"","9","Multipart/form-data endpoint intentionally skipped in JSON matrix","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/announcements — admin create announcement (multipart)","admin/admin.spec.ts","",""
"","42","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/groups/00000000-0000-4000-8000-000000000011/remove-cosupervisor — admin remove cosupervisor","admin/admin.spec.ts","",""
"","30","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/dashboard/insights — dashboard insights","student/student.spec.ts","",""
"","29","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official — official submissions list","student/student.spec.ts","",""
"","21","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/assignments — jury assignments list","jury/jury.spec.ts","",""
"","25","happy_path","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/jury-pairs — jury pairs dropdown","jury/jury.spec.ts","",""
"","62","auth_missing","","2026-05-11","passed","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-supervisor — admin assign supervisor","admin/admin.spec.ts","",""
"","45","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/faculty/dropdown — admin faculty dropdown","admin/admin.spec.ts","",""
"","8","happy_path","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/supervisor — announcements supervisor","student/student.spec.ts","",""
"","45","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/groups/00000000-0000-4000-8000-000000000011 — admin group profile","admin/admin.spec.ts","",""
"","29","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/milestones — faculty milestones list","faculty/faculty.spec.ts","",""
"","57","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcements/00000000-0000-4000-8000-000000000012 — admin announcement by id","admin/admin.spec.ts","",""
"","6","AI service health endpoint intentionally skipped","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/health — health endpoint (AI service)","jury/jury.spec.ts","",""
"","22","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/dashboard/insights — faculty dashboard insights","faculty/faculty.spec.ts","",""
"","23","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/announcements/00000000-0000-4000-8000-000000000006 — faculty announcement by id","faculty/faculty.spec.ts","",""
"","47","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-supervisor — admin assign supervisor","admin/admin.spec.ts","",""
"","25","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > DELETE /api/admin/groups/00000000-0000-4000-8000-000000000011/remove-cosupervisor — admin remove cosupervisor","admin/admin.spec.ts","",""
"","41","wrong_role","","2026-05-11","skipped","2026-05-11","Admin HTTP API > POST /api/admin/groups/00000000-0000-4000-8000-000000000011/assign-cosupervisor — admin assign cosupervisor","admin/admin.spec.ts","",""
"","5","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/submissions/official/00000000-0000-4000-8000-000000000002 — official submission detail","student/student.spec.ts","",""
"","20","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","51","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admins/profile — admin patch profile","admin/admin.spec.ts","",""
"","32","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/submission-responses/00000000-0000-4000-8000-000000000012 — admin submission responses","admin/admin.spec.ts","",""
"","36","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/milestones/proposal-evaluation-config — admin patch proposal config (disabled by backend)","admin/admin.spec.ts","",""
"","7","AI matching endpoint intentionally skipped","","2026-05-11","skipped","2026-05-11","Jury HTTP API > POST /api/jury-matching/batch — batch jury matching (AI)","jury/jury.spec.ts","",""
"","22","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/announcements/templates — announcement templates","student/student.spec.ts","",""
"","5","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Student HTTP API > GET /api/students/milestones/00000000-0000-4000-8000-000000000001 — milestone by id","student/student.spec.ts","",""
"","23","invalid_body_or_query","","2026-05-11","skipped","2026-05-11","Jury HTTP API > GET /api/jury-matching/assign/00000000-0000-4000-8000-000000000005/status — jury assignment status by batch","jury/jury.spec.ts","",""
"","47","not_found_or_guard","","2026-05-11","skipped","2026-05-11","Admin HTTP API > GET /api/admin/announcements — admin list announcements","admin/admin.spec.ts","",""
"","24","happy_path","","2026-05-11","skipped","2026-05-11","Faculty HTTP API > GET /api/faculty/profile — faculty profile","faculty/faculty.spec.ts","",""
"","11","auth_missing","","2026-05-11","passed","2026-05-11","Student HTTP API > GET /api/students/document-types — document types (any authenticated)","student/student.spec.ts","",""
"","44","happy_path","","2026-05-11","skipped","2026-05-11","Admin HTTP API > PATCH /api/admin/groups/cohort/F24/cycle — admin update cohort cycle","admin/admin.spec.ts","",""
